10, 5, 2, 8
7, 4, 4, 9
7, 4, 5, 8
10, 5, 4, 8
7, 3, 3, 8
7, 3, 4, 10
12, 7, 3, 9
11, 3, 3, 7
7, 4, 5, 7
11, 4, 4, 10
12, 6, 2, 6
10, 6, 3, 9
10, 5, 5, 10
12, 6, 4, 9
9, 4, 5, 10
9, 5, 4, 10
11, 5, 5, 10
11, 5, 3, 6
11, 5, 4, 8
11, 5, 5, 9
12, 4, 4, 8
10, 5, 3, 9
11, 5, 4, 11
12, 4, 7, 14
10, 7, 3, 12
14, 10, 5, 15
18, 13, 8, 26
39, 24, 17, 62
97, 53, 66, 122
148, 85, 123, 122
135, 77, 108, 81
96, 53, 74, 46
64, 37, 54, 30
51, 30, 42, 28
42, 27, 39, 26
36, 23, 33, 25
34, 23, 32, 22
32, 21, 28, 19
26, 18, 29, 21
29, 21, 25, 19
26, 20, 26, 20
24, 19, 22, 18
24, 18, 20, 17
28, 20, 23, 19
20, 15, 21, 17
19, 17, 20, 19
